Charger ID,Timestep,Load,Traffic,Max Load
34,351,0,0,66000
34,352,0,0,66000
34,353,0,0,66000
34,354,0,0,66000
56,320,0,0,66000
56,321,37500,3,66000
56,322,62500,5,66000
56,323,66000,6,66000
56,324,66000,6,66000
56,325,66000,6,66000
56,326,66000,6,66000
56,327,62500,5,66000
56,328,62500,5,66000
56,329,50000,4,66000
56,330,50000,4,66000
56,331,50000,4,66000
56,332,25000,2,66000
56,333,25000,2,66000
56,334,25000,2,66000
56,335,12500,1,66000
56,336,0,0,66000
56,337,0,0,66000
56,338,0,0,66000
56,339,0,0,66000
56,340,0,0,66000
56,341,0,0,66000
56,342,0,0,66000
56,343,0,0,66000
56,344,0,0,66000
56,345,0,0,66000
56,346,0,0,66000
56,347,0,0,66000
56,348,0,0,66000
56,349,0,0,66000
56,350,0,0,66000
56,351,0,0,66000
56,352,0,0,66000
56,353,0,0,66000
56,354,0,0,66000
89,320,0,0,66000
89,321,0,0,66000
89,322,12500,1,66000
89,323,62500,5,66000
89,324,62500,5,66000
89,325,62500,5,66000
89,326,62500,5,66000
89,327,62500,5,66000
89,328,50000,4,66000
89,329,50000,4,66000
89,330,50000,4,66000
89,331,50000,4,66000
89,332,50000,4,66000
89,333,50000,4,66000
89,334,50000,4,66000
89,335,0,0,66000
89,336,0,0,66000
89,337,0,0,66000
89,338,0,0,66000
89,339,0,0,66000
89,340,0,0,66000
89,341,0,0,66000
89,342,0,0,66000
89,343,0,0,66000
89,344,0,0,66000
89,345,0,0,66000
89,346,0,0,66000
89,347,0,0,66000
89,348,0,0,66000
89,349,0,0,66000
89,350,0,0,66000
89,351,0,0,66000
89,352,0,0,66000
89,353,0,0,66000
89,354,0,0,66000
27,320,0,0,66000
27,321,0,0,66000
27,322,0,0,66000
27,323,50000,4,66000
27,324,50000,4,66000
27,325,50000,4,66000
27,326,50000,4,66000
27,327,50000,4,66000
27,328,50000,4,66000
27,329,0,0,66000
27,330,0,0,66000
27,331,0,0,66000
27,332,0,0,66000
27,333,0,0,66000
27,334,0,0,66000
27,335,0,0,66000
27,336,0,0,66000
27,337,0,0,66000
27,338,0,0,66000
27,339,0,0,66000
27,340,0,0,66000
27,341,0,0,66000
27,342,0,0,66000
27,343,0,0,66000
27,344,0,0,66000
27,345,0,0,66000
27,346,0,0,66000
27,347,0,0,66000
27,348,0,0,66000
27,349,0,0,66000
27,350,0,0,66000
27,351,0,0,66000
27,352,0,0,66000
27,353,0,0,66000
27,354,0,0,66000
37,320,0,0,66000
37,321,0,0,66000
37,322,0,0,66000
37,323,0,0,66000
37,324,0,0,66000
37,325,0,0,66000
37,326,0,0,66000
37,327,0,0,66000
37,328,0,0,66000
37,329,0,0,66000
37,330,0,0,66000
37,331,0,0,66000
37,332,0,0,66000
37,333,0,0,66000
37,334,0,0,66000
37,335,0,0,66000
37,336,0,0,66000
37,337,0,0,66000
37,338,0,0,66000
37,339,0,0,66000
37,340,0,0,66000
37,341,0,0,66000
37,342,0,0,66000
37,343,0,0,66000
37,344,0,0,66000
37,345,0,0,66000
37,346,0,0,66000
37,347,0,0,66000
37,348,0,0,66000
37,349,0,0,66000
37,350,0,0,66000
37,351,0,0,66000
37,352,0,0,66000
37,353,0,0,66000
37,354,0,0,66000
82,320,0,0,66000
82,321,0,0,66000
82,322,0,0,66000
82,323,0,0,66000
82,324,0,0,66000
82,325,0,0,66000
82,326,0,0,66000
82,327,0,0,66000
82,328,0,0,66000
82,329,0,0,66000
82,330,0,0,66000
82,331,0,0,66000
82,332,0,0,66000
82,333,0,0,66000
82,334,0,0,66000
82,335,0,0,66000
82,336,0,0,66000
82,337,0,0,66000
82,338,0,0,66000
82,339,0,0,66000
82,340,0,0,66000
82,341,0,0,66000
82,342,0,0,66000
82,343,0,0,66000
82,344,0,0,66000
82,345,0,0,66000
82,346,0,0,66000
82,347,0,0,66000
82,348,0,0,66000
82,349,0,0,66000
82,350,0,0,66000
82,351,0,0,66000
82,352,0,0,66000
82,353,0,0,66000
82,354,0,0,66000
84,320,0,0,66000
84,321,0,0,66000
84,322,0,0,66000
84,323,0,0,66000
84,324,0,0,66000
84,325,0,0,66000
84,326,0,0,66000
84,327,0,0,66000
84,328,0,0,66000
84,329,0,0,66000
84,330,0,0,66000
84,331,0,0,66000
84,332,0,0,66000
84,333,0,0,66000
84,334,0,0,66000
84,335,0,0,66000
84,336,0,0,66000
84,337,0,0,66000
84,338,0,0,66000
84,339,0,0,66000
84,340,0,0,66000
84,341,0,0,66000
84,342,0,0,66000
84,343,0,0,66000
84,344,0,0,66000
84,345,0,0,66000
84,346,0,0,66000
84,347,0,0,66000
84,348,0,0,66000
84,349,0,0,66000
84,350,0,0,66000
84,351,0,0,66000
84,352,0,0,66000
84,353,0,0,66000
84,354,0,0,66000
60,320,25000,2,66000
60,321,25000,2,66000
60,322,25000,2,66000
60,323,25000,2,66000
60,324,25000,2,66000
60,325,25000,2,66000
60,326,25000,2,66000
60,327,0,0,66000
60,328,0,0,66000
60,329,0,0,66000
60,330,0,0,66000
60,331,0,0,66000
60,332,0,0,66000
60,333,0,0,66000
60,334,0,0,66000
60,335,0,0,66000
60,336,0,0,66000
60,337,0,0,66000
60,338,0,0,66000
60,339,0,0,66000
60,340,0,0,66000
60,341,0,0,66000
60,342,0,0,66000
60,343,0,0,66000
60,344,0,0,66000
60,345,0,0,66000
60,346,0,0,66000
60,347,0,0,66000
60,348,0,0,66000
60,349,0,0,66000
60,350,0,0,66000
60,351,0,0,66000
60,352,0,0,66000
60,353,0,0,66000
60,354,0,0,66000
66,320,12500,1,66000
66,321,12500,1,66000
66,322,12500,1,66000
66,323,12500,1,66000
66,324,12500,1,66000
66,325,0,0,66000
66,326,0,0,66000
66,327,0,0,66000
66,328,0,0,66000
66,329,0,0,66000
66,330,0,0,66000
66,331,0,0,66000
66,332,0,0,66000
66,333,0,0,66000
66,334,0,0,66000
66,335,0,0,66000
66,336,0,0,66000
66,337,0,0,66000
66,338,0,0,66000
66,339,0,0,66000
66,340,0,0,66000
66,341,0,0,66000
66,342,0,0,66000
66,343,0,0,66000
66,344,0,0,66000
66,345,0,0,66000
66,346,0,0,66000
66,347,0,0,66000
66,348,0,0,66000
66,349,0,0,66000
66,350,0,0,66000
66,351,0,0,66000
66,352,0,0,66000
66,353,0,0,66000
66,354,0,0,66000
48,320,0,0,66000
48,321,0,0,66000
48,322,12500,1,66000
48,323,12500,1,66000
48,324,12500,1,66000
48,325,12500,1,66000
48,326,12500,1,66000
48,327,0,0,66000
48,328,0,0,66000
48,329,0,0,66000
48,330,0,0,66000
48,331,0,0,66000
48,332,0,0,66000
48,333,0,0,66000
48,334,0,0,66000
48,335,0,0,66000
48,336,0,0,66000
48,337,0,0,66000
48,338,0,0,66000
48,339,0,0,66000
48,340,0,0,66000
48,341,0,0,66000
48,342,0,0,66000
48,343,0,0,66000
48,344,0,0,66000
48,345,0,0,66000
48,346,0,0,66000
48,347,0,0,66000
48,348,0,0,66000
48,349,0,0,66000
48,350,0,0,66000
48,351,0,0,66000
48,352,0,0,66000
48,353,0,0,66000
48,354,0,0,66000
11,320,12500,1,66000
11,321,12500,1,66000
11,322,12500,1,66000
11,323,12500,1,66000
11,324,12500,1,66000
11,325,0,0,66000
11,326,0,0,66000
11,327,0,0,66000
11,328,0,0,66000
11,329,0,0,66000
11,330,0,0,66000
11,331,0,0,66000
11,332,0,0,66000
11,333,0,0,66000
11,334,0,0,66000
11,335,0,0,66000
11,336,0,0,66000
11,337,0,0,66000
11,338,0,0,66000
11,339,0,0,66000
11,340,0,0,66000
11,341,0,0,66000
11,342,0,0,66000
11,343,0,0,66000
11,344,0,0,66000
11,345,0,0,66000
11,346,0,0,66000
11,347,0,0,66000
11,348,0,0,66000
11,349,0,0,66000
11,350,0,0,66000
11,351,0,0,66000
11,352,0,0,66000
11,353,0,0,66000
11,354,0,0,66000
16,320,12500,1,66000
16,321,12500,1,66000
16,322,12500,1,66000
16,323,12500,1,66000
16,324,12500,1,66000
16,325,0,0,66000
16,326,0,0,66000
16,327,0,0,66000
16,328,0,0,66000
16,329,0,0,66000
16,330,0,0,66000
16,331,0,0,66000
16,332,0,0,66000
16,333,0,0,66000
16,334,0,0,66000
16,335,0,0,66000
16,336,0,0,66000
16,337,0,0,66000
16,338,0,0,66000
16,339,0,0,66000
16,340,0,0,66000
16,341,0,0,66000
16,342,0,0,66000
16,343,0,0,66000
16,344,0,0,66000
16,345,0,0,66000
16,346,0,0,66000
16,347,0,0,66000
16,348,0,0,66000
16,349,0,0,66000
16,350,0,0,66000
16,351,0,0,66000
16,352,0,0,66000
16,353,0,0,66000
16,354,0,0,66000
3,320,12500,1,66000
3,321,12500,1,66000
3,322,12500,1,66000
3,323,12500,1,66000
3,324,12500,1,66000
3,325,12500,1,66000
3,326,12500,1,66000
3,327,12500,1,66000
3,328,0,0,66000
3,329,0,0,66000
3,330,0,0,66000
3,331,0,0,66000
3,332,0,0,66000
3,333,0,0,66000
3,334,0,0,66000
3,335,0,0,66000
3,336,0,0,66000
3,337,0,0,66000
3,338,0,0,66000
3,339,0,0,66000
3,340,0,0,66000
3,341,0,0,66000
3,342,0,0,66000
3,343,0,0,66000
3,344,0,0,66000
3,345,0,0,66000
3,346,0,0,66000
3,347,0,0,66000
3,348,0,0,66000
3,349,0,0,66000
3,350,0,0,66000
3,351,0,0,66000
3,352,0,0,66000
3,353,0,0,66000
3,354,0,0,66000
81,320,0,0,66000
81,321,0,0,66000
81,322,0,0,66000
81,323,0,0,66000
81,324,0,0,66000
81,325,0,0,66000
81,326,0,0,66000
81,327,0,0,66000
81,328,0,0,66000
81,329,0,0,66000
81,330,0,0,66000
81,331,0,0,66000
81,332,0,0,66000
81,333,0,0,66000
81,334,0,0,66000
81,335,0,0,66000
81,336,0,0,66000
81,337,0,0,66000
81,338,0,0,66000
81,339,0,0,66000
81,340,0,0,66000
81,341,0,0,66000
81,342,0,0,66000
81,343,0,0,66000
81,344,0,0,66000
81,345,0,0,66000
81,346,0,0,66000
81,347,0,0,66000
81,348,0,0,66000
81,349,0,0,66000
81,350,0,0,66000
81,351,0,0,66000
81,352,0,0,66000
81,353,0,0,66000
81,354,0,0,66000
80,320,0,0,66000
80,321,0,0,66000
80,322,0,0,66000
80,323,0,0,66000
80,324,0,0,66000
80,325,0,0,66000
80,326,0,0,66000
80,327,0,0,66000
80,328,0,0,66000
80,329,0,0,66000
80,330,0,0,66000
80,331,0,0,66000
80,332,0,0,66000
80,333,0,0,66000
80,334,0,0,66000
80,335,0,0,66000
80,336,0,0,66000
80,337,0,0,66000
80,338,0,0,66000
80,339,0,0,66000
80,340,0,0,66000
80,341,0,0,66000
80,342,0,0,66000
80,343,0,0,66000
80,344,0,0,66000
80,345,0,0,66000
80,346,0,0,66000
80,347,0,0,66000
80,348,0,0,66000
80,349,0,0,66000
80,350,0,0,66000
80,351,0,0,66000
80,352,0,0,66000
80,353,0,0,66000
80,354,0,0,66000
88,320,12500,1,66000
88,321,12500,1,66000
88,322,12500,1,66000
88,323,12500,1,66000
88,324,12500,1,66000
88,325,0,0,66000
88,326,0,0,66000
88,327,0,0,66000
88,328,0,0,66000
88,329,0,0,66000
88,330,0,0,66000
88,331,0,0,66000
88,332,0,0,66000
88,333,0,0,66000
88,334,0,0,66000
88,335,0,0,66000
88,336,0,0,66000
88,337,0,0,66000
88,338,0,0,66000
88,339,0,0,66000
88,340,0,0,66000
88,341,0,0,66000
88,342,0,0,66000
88,343,0,0,66000
88,344,0,0,66000
88,345,0,0,66000
88,346,0,0,66000
88,347,0,0,66000
88,348,0,0,66000
88,349,0,0,66000
88,350,0,0,66000
88,351,0,0,66000
88,352,0,0,66000
88,353,0,0,66000
88,354,0,0,66000
50,320,37500,3,66000
50,321,37500,3,66000
50,322,0,0,66000
50,323,0,0,66000
50,324,0,0,66000
50,325,0,0,66000
50,326,0,0,66000
50,327,0,0,66000
50,328,0,0,66000
50,329,0,0,66000
50,330,0,0,66000
50,331,0,0,66000
50,332,0,0,66000
50,333,0,0,66000
50,334,0,0,66000
50,335,0,0,66000
50,336,0,0,66000
50,337,0,0,66000
50,338,0,0,66000
50,339,0,0,66000
50,340,0,0,66000
50,341,0,0,66000
50,342,0,0,66000
50,343,0,0,66000
50,344,0,0,66000
50,345,0,0,66000
50,346,0,0,66000
50,347,0,0,66000
50,348,0,0,66000
50,349,0,0,66000
50,350,0,0,66000
50,351,0,0,66000
50,352,0,0,66000
50,353,0,0,66000
50,354,0,0,66000
62,320,0,0,66000
62,321,12500,1,66000
62,322,37500,3,66000
62,323,37500,3,66000
62,324,25000,2,66000
62,325,12500,1,66000
62,326,12500,1,66000
62,327,0,0,66000
62,328,0,0,66000
62,329,0,0,66000
62,330,0,0,66000
62,331,0,0,66000
62,332,0,0,66000
62,333,0,0,66000
62,334,0,0,66000
62,335,0,0,66000
62,336,0,0,66000
62,337,0,0,66000
62,338,0,0,66000
62,339,0,0,66000
62,340,0,0,66000
62,341,0,0,66000
62,342,0,0,66000
62,343,0,0,66000
62,344,0,0,66000
62,345,0,0,66000
62,346,0,0,66000
62,347,0,0,66000
62,348,0,0,66000
62,349,0,0,66000
62,350,0,0,66000
62,351,0,0,66000
62,352,0,0,66000
62,353,0,0,66000
62,354,0,0,66000
54,320,0,0,66000
54,321,25000,2,66000
54,322,0,0,66000
54,323,0,0,66000
54,324,0,0,66000
54,325,0,0,66000
54,326,0,0,66000
54,327,0,0,66000
54,328,0,0,66000
54,329,0,0,66000
54,330,0,0,66000
54,331,0,0,66000
54,332,0,0,66000
54,333,0,0,66000
54,334,0,0,66000
54,335,0,0,66000
54,336,0,0,66000
54,337,0,0,66000
54,338,0,0,66000
54,339,0,0,66000
54,340,0,0,66000
54,341,0,0,66000
54,342,0,0,66000
54,343,0,0,66000
54,344,0,0,66000
54,345,0,0,66000
54,346,0,0,66000
54,347,0,0,66000
54,348,0,0,66000
54,349,0,0,66000
54,350,0,0,66000
54,351,0,0,66000
54,352,0,0,66000
54,353,0,0,66000
54,354,0,0,66000
0,320,37500,3,66000
0,321,37500,3,66000
0,322,37500,3,66000
0,323,37500,3,66000
0,324,25000,2,66000
0,325,12500,1,66000
0,326,12500,1,66000
0,327,12500,1,66000
0,328,0,0,66000
0,329,0,0,66000
0,330,0,0,66000
0,331,0,0,66000
0,332,0,0,66000
0,333,0,0,66000
0,334,0,0,66000
0,335,0,0,66000
0,336,0,0,66000
0,337,0,0,66000
0,338,0,0,66000
0,339,0,0,66000
0,340,0,0,66000
0,341,0,0,66000
0,342,0,0,66000
0,343,0,0,66000
0,344,0,0,66000
0,345,0,0,66000
0,346,0,0,66000
0,347,0,0,66000
0,348,0,0,66000
0,349,0,0,66000
0,350,0,0,66000
0,351,0,0,66000
0,352,0,0,66000
0,353,0,0,66000
0,354,0,0,66000
13,320,37500,3,66000
13,321,37500,3,66000
13,322,50000,4,66000
13,323,50000,4,66000
13,324,37500,3,66000
13,325,37500,3,66000
13,326,37500,3,66000
13,327,37500,3,66000
13,328,37500,3,66000
13,329,12500,1,66000
13,330,12500,1,66000
13,331,12500,1,66000
13,332,0,0,66000
13,333,0,0,66000
13,334,0,0,66000
13,335,0,0,66000
13,336,0,0,66000
13,337,0,0,66000
13,338,0,0,66000
13,339,0,0,66000
13,340,0,0,66000
13,341,0,0,66000
13,342,0,0,66000
13,343,0,0,66000
13,344,0,0,66000
13,345,0,0,66000
13,346,0,0,66000
13,347,0,0,66000
13,348,0,0,66000
13,349,0,0,66000
13,350,0,0,66000
13,351,0,0,66000
13,352,0,0,66000
13,353,0,0,66000
13,354,0,0,66000
23,320,0,0,66000
23,321,0,0,66000
23,322,0,0,66000
23,323,0,0,66000
23,324,0,0,66000
23,325,0,0,66000
23,326,0,0,66000
23,327,0,0,66000
23,328,0,0,66000
23,329,0,0,66000
23,330,0,0,66000
23,331,0,0,66000
23,332,0,0,66000
23,333,0,0,66000
23,334,0,0,66000
23,335,0,0,66000
23,336,0,0,66000
23,337,0,0,66000
23,338,0,0,66000
23,339,0,0,66000
23,340,0,0,66000
23,341,0,0,66000
23,342,0,0,66000
23,343,0,0,66000
23,344,0,0,66000
23,345,0,0,66000
23,346,0,0,66000
23,347,0,0,66000
23,348,0,0,66000
23,349,0,0,66000
23,350,0,0,66000
23,351,0,0,66000
23,352,0,0,66000
23,353,0,0,66000
23,354,0,0,66000
29,320,0,0,66000
29,321,0,0,66000
29,322,0,0,66000
29,323,0,0,66000
29,324,0,0,66000
29,325,0,0,66000
29,326,0,0,66000
29,327,0,0,66000
29,328,0,0,66000
29,329,0,0,66000
29,330,0,0,66000
29,331,0,0,66000
29,332,0,0,66000
29,333,0,0,66000
29,334,0,0,66000
29,335,0,0,66000
29,336,0,0,66000
29,337,0,0,66000
29,338,0,0,66000
29,339,0,0,66000
29,340,0,0,66000
29,341,0,0,66000
29,342,0,0,66000
29,343,0,0,66000
29,344,0,0,66000
29,345,0,0,66000
29,346,0,0,66000
29,347,0,0,66000
29,348,0,0,66000
29,349,0,0,66000
29,350,0,0,66000
29,351,0,0,66000
29,352,0,0,66000
29,353,0,0,66000
29,354,0,0,66000
28,320,0,0,66000
28,321,0,0,66000
28,322,50000,4,66000
28,323,50000,4,66000
28,324,50000,4,66000
28,325,50000,4,66000
28,326,37500,3,66000
28,327,0,0,66000
28,328,0,0,66000
28,329,0,0,66000
28,330,0,0,66000
28,331,0,0,66000
28,332,0,0,66000
28,333,0,0,66000
28,334,0,0,66000
28,335,0,0,66000
28,336,0,0,66000
28,337,0,0,66000
28,338,0,0,66000
28,339,0,0,66000
28,340,0,0,66000
28,341,0,0,66000
28,342,0,0,66000
28,343,0,0,66000
28,344,0,0,66000
28,345,0,0,66000
28,346,0,0,66000
28,347,0,0,66000
28,348,0,0,66000
28,349,0,0,66000
28,350,0,0,66000
28,351,0,0,66000
28,352,0,0,66000
28,353,0,0,66000
28,354,0,0,66000
8,320,0,0,66000
8,321,0,0,66000
8,322,37500,3,66000
8,323,37500,3,66000
8,324,37500,3,66000
8,325,37500,3,66000
8,326,0,0,66000
8,327,0,0,66000
8,328,0,0,66000
8,329,0,0,66000
8,330,0,0,66000
8,331,0,0,66000
8,332,0,0,66000
8,333,0,0,66000
8,334,0,0,66000
8,335,0,0,66000
8,336,0,0,66000
8,337,0,0,66000
8,338,0,0,66000
8,339,0,0,66000
8,340,0,0,66000
8,341,0,0,66000
8,342,0,0,66000
8,343,0,0,66000
8,344,0,0,66000
8,345,0,0,66000
8,346,0,0,66000
8,347,0,0,66000
8,348,0,0,66000
8,349,0,0,66000
8,350,0,0,66000
8,351,0,0,66000
8,352,0,0,66000
8,353,0,0,66000
8,354,0,0,66000
59,320,0,0,66000
59,321,0,0,66000
59,322,25000,2,66000
59,323,25000,2,66000
59,324,50000,4,66000
59,325,50000,4,66000
59,326,50000,4,66000
59,327,50000,4,66000
59,328,50000,4,66000
59,329,50000,4,66000
59,330,50000,4,66000
59,331,25000,2,66000
59,332,25000,2,66000
59,333,25000,2,66000
59,334,25000,2,66000
59,335,25000,2,66000
59,336,0,0,66000
59,337,0,0,66000
59,338,0,0,66000
59,339,0,0,66000
59,340,0,0,66000
59,341,0,0,66000
59,342,0,0,66000
59,343,0,0,66000
59,344,0,0,66000
59,345,0,0,66000
59,346,0,0,66000
59,347,0,0,66000
59,348,0,0,66000
59,349,0,0,66000
59,350,0,0,66000
59,351,0,0,66000
59,352,0,0,66000
59,353,0,0,66000
59,354,0,0,66000
52,320,0,0,66000
52,321,12500,1,66000
52,322,37500,3,66000
52,323,37500,3,66000
52,324,25000,2,66000
52,325,25000,2,66000
52,326,25000,2,66000
52,327,25000,2,66000
52,328,25000,2,66000
52,329,25000,2,66000
52,330,25000,2,66000
52,331,25000,2,66000
52,332,0,0,66000
52,333,0,0,66000
52,334,0,0,66000
52,335,0,0,66000
52,336,0,0,66000
52,337,0,0,66000
52,338,0,0,66000
52,339,0,0,66000
52,340,0,0,66000
52,341,0,0,66000
52,342,0,0,66000
52,343,0,0,66000
52,344,0,0,66000
52,345,0,0,66000
52,346,0,0,66000
52,347,0,0,66000
52,348,0,0,66000
52,349,0,0,66000
52,350,0,0,66000
52,351,0,0,66000
52,352,0,0,66000
52,353,0,0,66000
52,354,0,0,66000
9,320,0,0,66000
9,321,0,0,66000
9,322,37500,3,66000
9,323,37500,3,66000
9,324,37500,3,66000
9,325,37500,3,66000
9,326,25000,2,66000
9,327,25000,2,66000
9,328,25000,2,66000
9,329,25000,2,66000
9,330,25000,2,66000
9,331,25000,2,66000
9,332,0,0,66000
9,333,0,0,66000
9,334,0,0,66000
9,335,0,0,66000
9,336,0,0,66000
9,337,0,0,66000
9,338,0,0,66000
9,339,0,0,66000
9,340,0,0,66000
9,341,0,0,66000
9,342,0,0,66000
9,343,0,0,66000
9,344,0,0,66000
9,345,0,0,66000
9,346,0,0,66000
9,347,0,0,66000
9,348,0,0,66000
9,349,0,0,66000
9,350,0,0,66000
9,351,0,0,66000
9,352,0,0,66000
9,353,0,0,66000
9,354,0,0,66000
7,320,0,0,66000
7,321,0,0,66000
7,322,0,0,66000
7,323,25000,2,66000
7,324,25000,2,66000
7,325,25000,2,66000
7,326,25000,2,66000
7,327,25000,2,66000
7,328,12500,1,66000
7,329,12500,1,66000
7,330,12500,1,66000
7,331,12500,1,66000
7,332,12500,1,66000
7,333,12500,1,66000
7,334,0,0,66000
7,335,0,0,66000
7,336,0,0,66000
7,337,0,0,66000
7,338,0,0,66000
7,339,0,0,66000
7,340,0,0,66000
7,341,0,0,66000
7,342,0,0,66000
7,343,0,0,66000
7,344,0,0,66000
7,345,0,0,66000
7,346,0,0,66000
7,347,0,0,66000
7,348,0,0,66000
7,349,0,0,66000
7,350,0,0,66000
7,351,0,0,66000
7,352,0,0,66000
7,353,0,0,66000
7,354,0,0,66000
87,320,0,0,66000
87,321,0,0,66000
87,322,25000,2,66000
87,323,37500,3,66000
87,324,37500,3,66000
87,325,37500,3,66000
87,326,37500,3,66000
87,327,37500,3,66000
87,328,37500,3,66000
87,329,37500,3,66000
87,330,37500,3,66000
87,331,12500,1,66000
87,332,12500,1,66000
87,333,12500,1,66000
87,334,0,0,66000
87,335,0,0,66000
87,336,0,0,66000
87,337,0,0,66000
87,338,0,0,66000
87,339,0,0,66000
87,340,0,0,66000
87,341,0,0,66000
87,342,0,0,66000
87,343,0,0,66000
87,344,0,0,66000
87,345,0,0,66000
87,346,0,0,66000
87,347,0,0,66000
87,348,0,0,66000
87,349,0,0,66000
87,350,0,0,66000
87,351,0,0,66000
87,352,0,0,66000
87,353,0,0,66000
87,354,0,0,66000
45,320,0,0,66000
45,321,12500,1,66000
45,322,25000,2,66000
45,323,25000,2,66000
45,324,25000,2,66000
45,325,25000,2,66000
45,326,25000,2,66000
45,327,12500,1,66000
45,328,12500,1,66000
45,329,0,0,66000
45,330,0,0,66000
45,331,0,0,66000
45,332,0,0,66000
45,333,0,0,66000
45,334,0,0,66000
45,335,0,0,66000
45,336,0,0,66000
45,337,0,0,66000
45,338,0,0,66000
45,339,0,0,66000
45,340,0,0,66000
45,341,0,0,66000
45,342,0,0,66000
45,343,0,0,66000
45,344,0,0,66000
45,345,0,0,66000
45,346,0,0,66000
45,347,0,0,66000
45,348,0,0,66000
45,349,0,0,66000
45,350,0,0,66000
45,351,0,0,66000
45,352,0,0,66000
45,353,0,0,66000
45,354,0,0,66000
15,320,0,0,66000
15,321,25000,2,66000
15,322,25000,2,66000
15,323,25000,2,66000
15,324,25000,2,66000
15,325,25000,2,66000
15,326,25000,2,66000
15,327,25000,2,66000
15,328,25000,2,66000
15,329,25000,2,66000
15,330,25000,2,66000
15,331,25000,2,66000
15,332,25000,2,66000
15,333,0,0,66000
15,334,0,0,66000
15,335,0,0,66000
15,336,0,0,66000
15,337,0,0,66000
15,338,0,0,66000
15,339,0,0,66000
15,340,0,0,66000
15,341,0,0,66000
15,342,0,0,66000
15,343,0,0,66000
15,344,0,0,66000
15,345,0,0,66000
15,346,0,0,66000
15,347,0,0,66000
15,348,0,0,66000
15,349,0,0,66000
15,350,0,0,66000
15,351,0,0,66000
15,352,0,0,66000
15,353,0,0,66000
15,354,0,0,66000
71,320,0,0,66000
71,321,0,0,66000
71,322,25000,2,66000
71,323,25000,2,66000
71,324,25000,2,66000
71,325,25000,2,66000
71,326,25000,2,66000
71,327,25000,2,66000
71,328,25000,2,66000
71,329,25000,2,66000
71,330,25000,2,66000
71,331,0,0,66000
71,332,0,0,66000
71,333,0,0,66000
71,334,0,0,66000
71,335,0,0,66000
71,336,0,0,66000
71,337,0,0,66000
71,338,0,0,66000
71,339,0,0,66000
71,340,0,0,66000
71,341,0,0,66000
71,342,0,0,66000
71,343,0,0,66000
71,344,0,0,66000
71,345,0,0,66000
71,346,0,0,66000
71,347,0,0,66000
71,348,0,0,66000
71,349,0,0,66000
71,350,0,0,66000
71,351,0,0,66000
71,352,0,0,66000
71,353,0,0,66000
71,354,0,0,66000
18,320,12500,1,66000
18,321,25000,2,66000
18,322,25000,2,66000
18,323,25000,2,66000
18,324,25000,2,66000
18,325,25000,2,66000
18,326,25000,2,66000
18,327,25000,2,66000
18,328,25000,2,66000
18,329,25000,2,66000
18,330,25000,2,66000
18,331,12500,1,66000
18,332,12500,1,66000
18,333,0,0,66000
18,334,0,0,66000
18,335,0,0,66000
18,336,0,0,66000
18,337,0,0,66000
18,338,0,0,66000
18,339,0,0,66000
